id|name|spotify_link
3yaEbQWd1SjQHCboO2uKgh|Gathering Time|https://open.spotify.com/embed/artist/3yaEbQWd1SjQHCboO2uKgh
14BxqpPDBC7IkYOwfwxl9U|Hank Stone|https://open.spotify.com/embed/artist/14BxqpPDBC7IkYOwfwxl9U
5YQsQ8KatqcqkBzbTQHQ9Z|Butchers Blind|https://open.spotify.com/embed/artist/5YQsQ8KatqcqkBzbTQHQ9Z
2nC3C9yFchrwxGyP693pUR|The Hideaways|https://open.spotify.com/embed/artist/2nC3C9yFchrwxGyP693pUR
57rkRbl1NvVv2B8g1eVww9|Joe Cumia|https://open.spotify.com/embed/artist/57rkRbl1NvVv2B8g1eVww9
0yLWMp7XDuG63R6Y58JzLK|Claudia Jacobs|https://open.spotify.com/embed/artist/0yLWMp7XDuG63R6Y58JzLK
1aRV1BzDLFANO4ItxeLZlx|Miles To Dayton|https://open.spotify.com/embed/artist/1aRV1BzDLFANO4ItxeLZlx
7mPcfx7PhnBh6n4HMCd61A|John Michael Montgomery|https://open.spotify.com/embed/artist/7mPcfx7PhnBh6n4HMCd61A
3oglFEsE6GvwwJFConxKa5|Tristeza|https://open.spotify.com/embed/artist/3oglFEsE6GvwwJFConxKa5
3YDT4UilQYZLun4gaOksOT|Derby|https://open.spotify.com/embed/artist/3YDT4UilQYZLun4gaOksOT
4dbL5i2K2Sbm5xXa2LyMxo|Misty River|https://open.spotify.com/embed/artist/4dbL5i2K2Sbm5xXa2LyMxo
3Fl1V19tmjt57oBdxXKAjJ|Blueface|https://open.spotify.com/embed/artist/3Fl1V19tmjt57oBdxXKAjJ
0A0FS04o6zMoto8OKPsDwY|YG|https://open.spotify.com/embed/artist/0A0FS04o6zMoto8OKPsDwY
4kYSro6naA4h99UJvo89HB|Cardi B|https://open.spotify.com/embed/artist/4kYSro6naA4h99UJvo89HB
6kAmZxNnVJXu296cXKvamG|The Skinny Limbs|https://open.spotify.com/embed/artist/6kAmZxNnVJXu296cXKvamG
0h1Ew7aOnkw2gaZr7i78IA|Wiser Time|https://open.spotify.com/embed/artist/0h1Ew7aOnkw2gaZr7i78IA
4gLFKgGlbSeeiceJuvTHOw|Beatnik Turtle|https://open.spotify.com/embed/artist/4gLFKgGlbSeeiceJuvTHOw
1ruRQnflSHJVLqvqRe5MRB|50 Foot Wave|https://open.spotify.com/embed/artist/1ruRQnflSHJVLqvqRe5MRB
36CTt0jf6A3huRPr0lupzP|Skipinnish|https://open.spotify.com/embed/artist/36CTt0jf6A3huRPr0lupzP
4efGIkUGWK4Z4LvG9XKULG|Peter Hofmann|https://open.spotify.com/embed/artist/4efGIkUGWK4Z4LvG9XKULG
4C7jL2ftsXvX7TSiK7l4u4|Deborah Sasson|https://open.spotify.com/embed/artist/4C7jL2ftsXvX7TSiK7l4u4
4mD95P8zkvJkTcIIqLLnYj|Stanley Drucker|https://open.spotify.com/embed/artist/4mD95P8zkvJkTcIIqLLnYj
4j8RAKoxTqw1rmjgdWDdYM|Leonid Hambro|https://open.spotify.com/embed/artist/4j8RAKoxTqw1rmjgdWDdYM
4Yc66NqFZWOxM3JgNJ1DPR|Dietiphobia|https://open.spotify.com/embed/artist/4Yc66NqFZWOxM3JgNJ1DPR
0QiESuvaBj1aQIoKOPQiIF|Wow & Flutter|https://open.spotify.com/embed/artist/0QiESuvaBj1aQIoKOPQiIF
4mrOD43Rwgm2SGMp33Aapr|Savage Sun|https://open.spotify.com/embed/artist/4mrOD43Rwgm2SGMp33Aapr
1V3Nl0Y3EZwqP38KHws6vB|H-Blockx|https://open.spotify.com/embed/artist/1V3Nl0Y3EZwqP38KHws6vB
6djMoGvRwtmJ4bXEBAId9o|Dag|https://open.spotify.com/embed/artist/6djMoGvRwtmJ4bXEBAId9o
4t7bXPFEPe0pu1ozhdDLOp|The Raincoats|https://open.spotify.com/embed/artist/4t7bXPFEPe0pu1ozhdDLOp
0COwpRqskPgM2Phrp12gno|Situation|https://open.spotify.com/embed/artist/0COwpRqskPgM2Phrp12gno
0Li1NnItMz6nHmW1rHS744|Hrvatski|https://open.spotify.com/embed/artist/0Li1NnItMz6nHmW1rHS744
7lZGfOemnkXeF4TK4uG9MD|The Western Wind|https://open.spotify.com/embed/artist/7lZGfOemnkXeF4TK4uG9MD
00ZLAUFA0jWOsSZKzIrM6v|Karl Denson|https://open.spotify.com/embed/artist/00ZLAUFA0jWOsSZKzIrM6v
7FuCtvesI7xCEHviJxZaYm|Maria Sangiolo|https://open.spotify.com/embed/artist/7FuCtvesI7xCEHviJxZaYm
2xZUrioq0u5mcOb8AaXv9c|David Rosenboom|https://open.spotify.com/embed/artist/2xZUrioq0u5mcOb8AaXv9c
5yXAFDZNUNyO92l5WTImkO|Billy Bragg|https://open.spotify.com/embed/artist/5yXAFDZNUNyO92l5WTImkO
73JEBdDEFeVaOLg3y0HhBD|Natalie Merchant|https://open.spotify.com/embed/artist/73JEBdDEFeVaOLg3y0HhBD
2eogQKWWoohI3BSnoG7E2U|Donna Summer|https://open.spotify.com/embed/artist/2eogQKWWoohI3BSnoG7E2U
1ZTCpKWDwHhbjhkdHhvTm8|Tina Arena|https://open.spotify.com/embed/artist/1ZTCpKWDwHhbjhkdHhvTm8
28RBIZhnFFXuj6ST2ELsMS|Orquestra Brasileira de Música Jamaicana|https://open.spotify.com/embed/artist/28RBIZhnFFXuj6ST2ELsMS
5lHb57DpHI6R6pp81EyvPP|Chris Murray|https://open.spotify.com/embed/artist/5lHb57DpHI6R6pp81EyvPP
4an2njvaRdBLb5C6hAMCFy|Akatz|https://open.spotify.com/embed/artist/4an2njvaRdBLb5C6hAMCFy
4og9jrin5xH5JiFPbeGUPb|The Skatalites|https://open.spotify.com/embed/artist/4og9jrin5xH5JiFPbeGUPb
5sdiKUpPLlycnrU7nkz7ty|Zazí|https://open.spotify.com/embed/artist/5sdiKUpPLlycnrU7nkz7ty
3Ir50CSYQyuP5DxXvPoGk9|The Pepper Pots|https://open.spotify.com/embed/artist/3Ir50CSYQyuP5DxXvPoGk9
77OmCrJTIe1COSr9436Xuw|ASPO|https://open.spotify.com/embed/artist/77OmCrJTIe1COSr9436Xuw
6aEEzQPLS9N3X9VRIdOTZl|TULA|https://open.spotify.com/embed/artist/6aEEzQPLS9N3X9VRIdOTZl
0MxJegOHKWGMmIrWjjAp4J|Frédérick De Grandpré|https://open.spotify.com/embed/artist/0MxJegOHKWGMmIrWjjAp4J
7GJQBCbrCFT6Lt8lFTPMcY|Sarazino|https://open.spotify.com/embed/artist/7GJQBCbrCFT6Lt8lFTPMcY
5qGRGW5itmZ34onzSL3irm|St. Petersburg Ska-Jazz Review|https://open.spotify.com/embed/artist/5qGRGW5itmZ34onzSL3irm
2DwVhS66aPuCMte3gGe981|Grey Eye Glances|https://open.spotify.com/embed/artist/2DwVhS66aPuCMte3gGe981
14Rprm0mUuQI7kXnC9fF3I|Lunik|https://open.spotify.com/embed/artist/14Rprm0mUuQI7kXnC9fF3I
5Wy6BAATy7mjmp4otYd2Vu|Cardinal|https://open.spotify.com/embed/artist/5Wy6BAATy7mjmp4otYd2Vu
1DME3Mip60fJ5poSVuE3XV|Eric Matthews, Eric Matthews|https://open.spotify.com/embed/artist/1DME3Mip60fJ5poSVuE3XV
2ajQU5EAn7OK6yuF6Vbyjp|Secret Society|https://open.spotify.com/embed/artist/2ajQU5EAn7OK6yuF6Vbyjp
6j0BUFldzPxSKPn4TiUSoP|Good Company|https://open.spotify.com/embed/artist/6j0BUFldzPxSKPn4TiUSoP
7aMCNtnUP6hubp9Q57oYW4|Wheat|https://open.spotify.com/embed/artist/7aMCNtnUP6hubp9Q57oYW4
1zRwW2z5JOtEgK5OESwlgx|Chris Lord-Alge|https://open.spotify.com/embed/artist/1zRwW2z5JOtEgK5OESwlgx
1U5zgr455OGyIkLNXvDdrf|Traditional|https://open.spotify.com/embed/artist/1U5zgr455OGyIkLNXvDdrf
38ghpVkkvBf5wugUg4HW4G|Peter Schreier|https://open.spotify.com/embed/artist/38ghpVkkvBf5wugUg4HW4G
3Vfvyx6OouTxYU3emXonW7|Staatskapelle Dresden|https://open.spotify.com/embed/artist/3Vfvyx6OouTxYU3emXonW7
1C17hjKww5t8f2znhlPBBe|Hans-Joachim Rotzsch|https://open.spotify.com/embed/artist/1C17hjKww5t8f2znhlPBBe
0OTPgUKkDp058dC3czXFM2|Michael Praetorius|https://open.spotify.com/embed/artist/0OTPgUKkDp058dC3czXFM2
1ujo6USSUDJWWyRG06JEpq|Valentin Schumann|https://open.spotify.com/embed/artist/1ujo6USSUDJWWyRG06JEpq
6tldzwbC4pz52WJz3WRYbP|Hans Otto|https://open.spotify.com/embed/artist/6tldzwbC4pz52WJz3WRYbP
4KXA4ubR6aX1CzacM8zmtr|Samuel Scheidt|https://open.spotify.com/embed/artist/4KXA4ubR6aX1CzacM8zmtr
1jZmzYbiKAeLJ3Ty6U1B7R|Karl Neuner|https://open.spotify.com/embed/artist/1jZmzYbiKAeLJ3Ty6U1B7R
1pTje5DSWeFLVDmCkOhzmZ|Joseph Klug|https://open.spotify.com/embed/artist/1pTje5DSWeFLVDmCkOhzmZ
395Z91yDQ05pkMbRKik18y|Franz Xaver Gruber|https://open.spotify.com/embed/artist/395Z91yDQ05pkMbRKik18y
70m9fEeYBn0QxnhruzqpGG|Monika Rost|https://open.spotify.com/embed/artist/70m9fEeYBn0QxnhruzqpGG
5FaMO7ayv3wYjjqy7LSvm7|Eduard Ebel|https://open.spotify.com/embed/artist/5FaMO7ayv3wYjjqy7LSvm7
1RBAz1Up2jyIyNWqFLOJ7X|Peter Von Brachel|https://open.spotify.com/embed/artist/1RBAz1Up2jyIyNWqFLOJ7X
4tzxCsdhR0IIUNyzwrag4C|Rappin' 4-Tay|https://open.spotify.com/embed/artist/4tzxCsdhR0IIUNyzwrag4C
6gnWD8bGyUUn1H9j87F0B1|Airospace|https://open.spotify.com/embed/artist/6gnWD8bGyUUn1H9j87F0B1
50MREZ0LJcSvrtKuyTV8Su|Peter Breiner|https://open.spotify.com/embed/artist/50MREZ0LJcSvrtKuyTV8Su
6MF58APd3YV72Ln2eVg710|Felix Mendelssohn|https://open.spotify.com/embed/artist/6MF58APd3YV72Ln2eVg710
3A2N6jzvMowkj8ANXKk3e5|Jenifer Jackson|https://open.spotify.com/embed/artist/3A2N6jzvMowkj8ANXKk3e5
2Xu7q46Hf02xOoEIm4E1Qs|Big Pun|https://open.spotify.com/embed/artist/2Xu7q46Hf02xOoEIm4E1Qs
4fT2IXTOydVBMYmjHsZokP|Black Thought of The Roots|https://open.spotify.com/embed/artist/4fT2IXTOydVBMYmjHsZokP
465foFen0puVay6xVUsFwE|Miss Jones|https://open.spotify.com/embed/artist/465foFen0puVay6xVUsFwE
7aBzpmFXB4WWpPl2F7RjBe|Wyclef Jean|https://open.spotify.com/embed/artist/7aBzpmFXB4WWpPl2F7RjBe
3ScY9CQxNLQei8Umvpx5g6|Fat Joe|https://open.spotify.com/embed/artist/3ScY9CQxNLQei8Umvpx5g6
66nlsKQEgDkeDahwPOhtGT|Triple Seis|https://open.spotify.com/embed/artist/66nlsKQEgDkeDahwPOhtGT
0rV10AKPbusVPTMKbiMHmZ|Armageddon|https://open.spotify.com/embed/artist/0rV10AKPbusVPTMKbiMHmZ
1ZAujONMGo6GGiHxDQCGeA|Cuban Link|https://open.spotify.com/embed/artist/1ZAujONMGo6GGiHxDQCGeA
3gePfgC469s6rOOiCTOODi|Prospect|https://open.spotify.com/embed/artist/3gePfgC469s6rOOiCTOODi
34ABXKUj0gzq7R8vXjCaNj|Funkmaster Flex|https://open.spotify.com/embed/artist/34ABXKUj0gzq7R8vXjCaNj
4GMgdB3vwbBOc42hbXEi9p|N.O.R.E.|https://open.spotify.com/embed/artist/4GMgdB3vwbBOc42hbXEi9p
7zq1To9vKgl4z6hhNYZpdu|Inspektah Deck|https://open.spotify.com/embed/artist/7zq1To9vKgl4z6hhNYZpdu
7GeAzBsalYANXTi1ReOm1R|Stanton Warriors|https://open.spotify.com/embed/artist/7GeAzBsalYANXTi1ReOm1R
45eNHdiiabvmbp4erw26rg|ILLENIUM|https://open.spotify.com/embed/artist/45eNHdiiabvmbp4erw26rg
5h7oZ7t5CU9lst1mIrjp3R|Tom DeLonge|https://open.spotify.com/embed/artist/5h7oZ7t5CU9lst1mIrjp3R
7xklw3WodFZiNNmQt3DIgp|Angels & Airwaves|https://open.spotify.com/embed/artist/7xklw3WodFZiNNmQt3DIgp
4mHAu7NX2UNsnGXjviBD9e|Brooks|https://open.spotify.com/embed/artist/4mHAu7NX2UNsnGXjviBD9e
0TKFPt9w0AAEnhB9bd0pLy|LUM!X|https://open.spotify.com/embed/artist/0TKFPt9w0AAEnhB9bd0pLy
0qPGd8tOMHlFZt8EA1uLFY|RIOT|https://open.spotify.com/embed/artist/0qPGd8tOMHlFZt8EA1uLFY
5KNqYrivNgVCHBssEUSu5B|Donell Jones|https://open.spotify.com/embed/artist/5KNqYrivNgVCHBssEUSu5B
1BH45DVSTeGBvcYXNCd67g|M.O.P.|https://open.spotify.com/embed/artist/1BH45DVSTeGBvcYXNCd67g
6FNA65HkfMcw20mEKIK9eA|Tony Sunshine|https://open.spotify.com/embed/artist/6FNA65HkfMcw20mEKIK9eA
6pWl2dx5Py89wyPICab6SV|Sunkiss|https://open.spotify.com/embed/artist/6pWl2dx5Py89wyPICab6SV
39mHYiNmLR7p8PXNG8Wll6|Remy Ma|https://open.spotify.com/embed/artist/39mHYiNmLR7p8PXNG8Wll6
2NsAJcAM18AExiMWKLKzuH|Drag-On|https://open.spotify.com/embed/artist/2NsAJcAM18AExiMWKLKzuH
7MseR8aIHbFMXzMAkRPCZy|Remi Martin|https://open.spotify.com/embed/artist/7MseR8aIHbFMXzMAkRPCZy
51gcQsFlxtU2peNpHsoWpN|Alison Brown Quartet|https://open.spotify.com/embed/artist/51gcQsFlxtU2peNpHsoWpN
5BP0AbuCZ2PWrbJILohVd7|Sara K.|https://open.spotify.com/embed/artist/5BP0AbuCZ2PWrbJILohVd7
33veUE3Y9r9VzOzV5dpw5o|Lily Wilson|https://open.spotify.com/embed/artist/33veUE3Y9r9VzOzV5dpw5o
7rFN2Vnna3y1ZjdulzatOR|B. Streisand|https://open.spotify.com/embed/artist/7rFN2Vnna3y1ZjdulzatOR
1p0rrbRKqauqwVp7NL0AmX|P. Williams|https://open.spotify.com/embed/artist/1p0rrbRKqauqwVp7NL0AmX
0ntzbBdKbiyPx06Xscs9UI|Kuh Ledesma|https://open.spotify.com/embed/artist/0ntzbBdKbiyPx06Xscs9UI
2BQArc3leVMxKw8xt7Q2Xt|C. Azarcon|https://open.spotify.com/embed/artist/2BQArc3leVMxKw8xt7Q2Xt
5Ua3N3VDBM65i7rz26Ri7s|O. Quesada|https://open.spotify.com/embed/artist/5Ua3N3VDBM65i7rz26Ri7s
7EbkcGjktKxQmfUW59cy0a|M. Radice|https://open.spotify.com/embed/artist/7EbkcGjktKxQmfUW59cy0a
4M6OPc1aRVHnu0WOjoVU2h|J. Cenizal|https://open.spotify.com/embed/artist/4M6OPc1aRVHnu0WOjoVU2h
1ehUgm9Mmzu4zs5ECsw9sM|V. Saturno|https://open.spotify.com/embed/artist/1ehUgm9Mmzu4zs5ECsw9sM
66by1XABno6tqBQ1wRnSa9|M. Hamlisch|https://open.spotify.com/embed/artist/66by1XABno6tqBQ1wRnSa9
1e6TNHtqw3kyHWMN0iwj4C|A. Bergman|https://open.spotify.com/embed/artist/1e6TNHtqw3kyHWMN0iwj4C
5NXXNKW44KVIImVSABfShj|M. Bergman|https://open.spotify.com/embed/artist/5NXXNKW44KVIImVSABfShj
33QQlLUTysYfQfewhZboTh|Small Potatoes|https://open.spotify.com/embed/artist/33QQlLUTysYfQfewhZboTh
2CvCyf1gEVhI0mX6aFXmVI|Paul Simon|https://open.spotify.com/embed/artist/2CvCyf1gEVhI0mX6aFXmVI
2RGeyE7CFsuyqhw8MHsT6i|Tangerine Trousers|https://open.spotify.com/embed/artist/2RGeyE7CFsuyqhw8MHsT6i
2gEOvE3BbRpsiKmzNN81P5|The Poozies|https://open.spotify.com/embed/artist/2gEOvE3BbRpsiKmzNN81P5
4TCXgdDPm10ensLNCVnIYa|Joy Williams|https://open.spotify.com/embed/artist/4TCXgdDPm10ensLNCVnIYa
6CcCAJi97tqh5OFAwy1THH|Wide Mouth Mason|https://open.spotify.com/embed/artist/6CcCAJi97tqh5OFAwy1THH
5yUtOYdnxxWdcIoZM1dx68|Bluetech|https://open.spotify.com/embed/artist/5yUtOYdnxxWdcIoZM1dx68
36kfGxqfoYXN5FePrUyP25|Ensemble Continuo|https://open.spotify.com/embed/artist/36kfGxqfoYXN5FePrUyP25
7DPVY7uJWG6UuyBbS4BYML|MAZ|https://open.spotify.com/embed/artist/7DPVY7uJWG6UuyBbS4BYML
1FuQc9iJv3gdypigXiZ136|Lou Harrison|https://open.spotify.com/embed/artist/1FuQc9iJv3gdypigXiZ136
24MROap1Ql7h4rcNOC4c5i|New Music Consort|https://open.spotify.com/embed/artist/24MROap1Ql7h4rcNOC4c5i
185eYCDKYkW1d9DE0QKpaK|Claire Heldrich|https://open.spotify.com/embed/artist/185eYCDKYkW1d9DE0QKpaK
0AMoPrd9OLxMC38dQPnSQA|Henry Cowell|https://open.spotify.com/embed/artist/0AMoPrd9OLxMC38dQPnSQA
0AJz9Nmh9e2mhviHGzlF2W|Harvey Sollberger|https://open.spotify.com/embed/artist/0AJz9Nmh9e2mhviHGzlF2W
0bck9rRONERZXLhgSWSU4y|Lukas Foss|https://open.spotify.com/embed/artist/0bck9rRONERZXLhgSWSU4y
1IHK3YGVkZbPyX5U0lWxKu|Catman Cohen|https://open.spotify.com/embed/artist/1IHK3YGVkZbPyX5U0lWxKu
204RAaZLKLwAMTGWEEVW44|Karan Casey|https://open.spotify.com/embed/artist/204RAaZLKLwAMTGWEEVW44
0C7Z5UJXG6wBeqCFMNnaQM|Mary Beth Maziarz|https://open.spotify.com/embed/artist/0C7Z5UJXG6wBeqCFMNnaQM
4gg8SEqY40Y6ygiwkcQOWD|Freezepop|https://open.spotify.com/embed/artist/4gg8SEqY40Y6ygiwkcQOWD
2SOaUE4YZsrcOgty2DEmhk|The Shards|https://open.spotify.com/embed/artist/2SOaUE4YZsrcOgty2DEmhk
2cb7ST2JO69j7IJREhibN8|Dive (jpn)|https://open.spotify.com/embed/artist/2cb7ST2JO69j7IJREhibN8
0HlxL5hisLf59ETEPM3cUA|Scooter|https://open.spotify.com/embed/artist/0HlxL5hisLf59ETEPM3cUA
7L3cctnz9MFugFaH6JNj3D|Wink|https://open.spotify.com/embed/artist/7L3cctnz9MFugFaH6JNj3D
4a3Z4srAHtEhr1aEdB1SAi|Jackal and Hyde|https://open.spotify.com/embed/artist/4a3Z4srAHtEhr1aEdB1SAi
7iF35rAjeeuNiXkB75DYVj|Afro Rican|https://open.spotify.com/embed/artist/7iF35rAjeeuNiXkB75DYVj
1wTsRFq08TnMA2lDIl9Szo|Biochip C|https://open.spotify.com/embed/artist/1wTsRFq08TnMA2lDIl9Szo
6oUWm82IRnDedDipHEbOIc|DJ Monk|https://open.spotify.com/embed/artist/6oUWm82IRnDedDipHEbOIc
6VzuUlEIwiWvlhXZ0nYDHZ|The Track Mack|https://open.spotify.com/embed/artist/6VzuUlEIwiWvlhXZ0nYDHZ
2liUJhWECtHZMjygHsrkxD|House Wrecka|https://open.spotify.com/embed/artist/2liUJhWECtHZMjygHsrkxD
2dytddRDsRcAGdy99jaPMp|Boy Wonder|https://open.spotify.com/embed/artist/2dytddRDsRcAGdy99jaPMp
7M0wkA6tqTLE54EweP8JRl|Elizabeth Poston|https://open.spotify.com/embed/artist/7M0wkA6tqTLE54EweP8JRl
0DmHKevU8qP3i2WoxwKc4r|Blossom Street|https://open.spotify.com/embed/artist/0DmHKevU8qP3i2WoxwKc4r
616vVI89Pg2uEhIpFDmISc|Hilary Campbell|https://open.spotify.com/embed/artist/616vVI89Pg2uEhIpFDmISc
4AhGJX48US2OIdpSG7oo5c|Judith Weir|https://open.spotify.com/embed/artist/4AhGJX48US2OIdpSG7oo5c
0e2JUvil990IURjsq2PmqP|Anna Lapwood|https://open.spotify.com/embed/artist/0e2JUvil990IURjsq2PmqP
2EftfcfrFPw58DdrjX1tSG|Nicola LeFanu|https://open.spotify.com/embed/artist/2EftfcfrFPw58DdrjX1tSG
71CZDpjecs1tgIj7c6iQ9J|Stef Conner|https://open.spotify.com/embed/artist/71CZDpjecs1tgIj7c6iQ9J
4ZvzYDuKGUSboLmF6XFL9k|Hannah Lawrance|https://open.spotify.com/embed/artist/4ZvzYDuKGUSboLmF6XFL9k
2YrDpi3BL8NPGmQhG4wAlK|Kerry Andrew|https://open.spotify.com/embed/artist/2YrDpi3BL8NPGmQhG4wAlK
4yEgFPjtOoOIlQS3WPiEnr|Cecilia McDowall|https://open.spotify.com/embed/artist/4yEgFPjtOoOIlQS3WPiEnr
740O4cGaaddzk4y0C6b3QH|Annabel Thwaite|https://open.spotify.com/embed/artist/740O4cGaaddzk4y0C6b3QH
46if1C28cPSc75cweCT51M|Judith Bingham|https://open.spotify.com/embed/artist/46if1C28cPSc75cweCT51M
0uZtkgQuNUaFovGGZCfbyd|Vanessa Bowers|https://open.spotify.com/embed/artist/0uZtkgQuNUaFovGGZCfbyd
0aKTR8NvFnjEFMliX6c5qy|Emily Wenman|https://open.spotify.com/embed/artist/0aKTR8NvFnjEFMliX6c5qy
0dlsVTtvmdANsGcFvPy3av|Phillipa Thomas|https://open.spotify.com/embed/artist/0dlsVTtvmdANsGcFvPy3av
72YZd4xVypyqYTHZY5Decz|Jane M. Joseph|https://open.spotify.com/embed/artist/72YZd4xVypyqYTHZY5Decz
22qeCNFYQmWRJKOIdyWxFz|Rebecca Clarke|https://open.spotify.com/embed/artist/22qeCNFYQmWRJKOIdyWxFz
1cIwZVJOyEvEaEjfqFaDMD|Ellie Martin|https://open.spotify.com/embed/artist/1cIwZVJOyEvEaEjfqFaDMD
3zslOkHVsOHJzOqBiFGaNp|Imogen Holst|https://open.spotify.com/embed/artist/3zslOkHVsOHJzOqBiFGaNp
7LxqmaZTAxTX9j1TYe07rn|Roxanna Panufnik|https://open.spotify.com/embed/artist/7LxqmaZTAxTX9j1TYe07rn
70N0BfAJTA2R7qOEzJuDez|Alison Willis|https://open.spotify.com/embed/artist/70N0BfAJTA2R7qOEzJuDez
5f3bryG640rXqcnj6MBM8y|Melissa Davies|https://open.spotify.com/embed/artist/5f3bryG640rXqcnj6MBM8y
6vsthml7w1AetwgOAg5ZKn|Elizabeth Maconchy|https://open.spotify.com/embed/artist/6vsthml7w1AetwgOAg5ZKn
2tFN9ubMXEhdAQvdQxcsma|Jessica Simpson|https://open.spotify.com/embed/artist/2tFN9ubMXEhdAQvdQxcsma
2dogRElUKV20C2khRHqjRc|The Manhattan Transfer|https://open.spotify.com/embed/artist/2dogRElUKV20C2khRHqjRc
1puv6YodREPDtIyonNqutg|Soul Solution|https://open.spotify.com/embed/artist/1puv6YodREPDtIyonNqutg
6FMOGdP16KnjoA2yDa6N0v|Peter Rauhofer|https://open.spotify.com/embed/artist/6FMOGdP16KnjoA2yDa6N0v
3Jqz2pAUghjujSFngY6Nul|Lenny Bertoldo|https://open.spotify.com/embed/artist/3Jqz2pAUghjujSFngY6Nul
1cVc9W9NdsaLmrs0aEWHMx|Hex Hector and Dezrok for Ground Control Productions|https://open.spotify.com/embed/artist/1cVc9W9NdsaLmrs0aEWHMx
77wLZEI6uoZhN9h0LHGZYd|Dezrok|https://open.spotify.com/embed/artist/77wLZEI6uoZhN9h0LHGZYd
77wL88x2YsI9UiANR1pvuy|"Chris ""The Greek"" Panaghi"|https://open.spotify.com/embed/artist/77wL88x2YsI9UiANR1pvuy
1mjFNVft3WEBxevrvslX1Q|Guido Osorio|https://open.spotify.com/embed/artist/1mjFNVft3WEBxevrvslX1Q
5fsDcuclIe8ZiBD5P787K1|Stevie Ray Vaughan|https://open.spotify.com/embed/artist/5fsDcuclIe8ZiBD5P787K1
4MVyzYMgTwdP7Z49wAZHx0|Lynyrd Skynyrd|https://open.spotify.com/embed/artist/4MVyzYMgTwdP7Z49wAZHx0
4ZqBwBVB3dsYWL3d5Spi10|Molly Hatchet|https://open.spotify.com/embed/artist/4ZqBwBVB3dsYWL3d5Spi10
3bGXaFVQLASmDMdjjeJr8a|Montgomery Gentry|https://open.spotify.com/embed/artist/3bGXaFVQLASmDMdjjeJr8a
6FITmSxIMsk6TfulFiCIIz|Ram Jam|https://open.spotify.com/embed/artist/6FITmSxIMsk6TfulFiCIIz
1iJMsMDmedV0N4NZ2gAtcQ|Southern Culture on the Skids|https://open.spotify.com/embed/artist/1iJMsMDmedV0N4NZ2gAtcQ
0DRwJm1niQW3GmOSaKeaf3|The Blueskins|https://open.spotify.com/embed/artist/0DRwJm1niQW3GmOSaKeaf3
4D95JwU6gL1qoSoVBsCcCf|Blues Explosion|https://open.spotify.com/embed/artist/4D95JwU6gL1qoSoVBsCcCf
5hfOHpGMsi8O3DA0ROLGqF|James Gang|https://open.spotify.com/embed/artist/5hfOHpGMsi8O3DA0ROLGqF
1sYbeJNBg3aXqOMoJWA6CU|Lys Assia|https://open.spotify.com/embed/artist/1sYbeJNBg3aXqOMoJWA6CU
6XB7gCSvNN5AkoAhEFv7Cg|Tonhalle Orchester Zürich|https://open.spotify.com/embed/artist/6XB7gCSvNN5AkoAhEFv7Cg
1zTYM3Se3VzZmyTdIw1M2v|The Hansen Quartet & Walter Baumgartner Orchestra|https://open.spotify.com/embed/artist/1zTYM3Se3VzZmyTdIw1M2v
6xT7WofT836a0opZVljF5j|The Jackson Bunn Group|https://open.spotify.com/embed/artist/6xT7WofT836a0opZVljF5j
5fikk4h5qbEebqK2Fc6e48|En Vogue|https://open.spotify.com/embed/artist/5fikk4h5qbEebqK2Fc6e48
3oswXxyAvrKPya8Ot6wOjg|Superchumbo|https://open.spotify.com/embed/artist/3oswXxyAvrKPya8Ot6wOjg
5qqpwGRNP8TV83vNrJkdsy|Sylvia Mason-James|https://open.spotify.com/embed/artist/5qqpwGRNP8TV83vNrJkdsy
5wKiS90YJkEtQND23WytLd|Me|https://open.spotify.com/embed/artist/5wKiS90YJkEtQND23WytLd
0ym94xKp2PIOJtTZKpxbAa|Samantha Fox|https://open.spotify.com/embed/artist/0ym94xKp2PIOJtTZKpxbAa
1dfUmPiIel95MFXvQMUAED|Neil Tennant|https://open.spotify.com/embed/artist/1dfUmPiIel95MFXvQMUAED
1gL7zqry7yPDKsr5oxZ6U1|Bashiyra|https://open.spotify.com/embed/artist/1gL7zqry7yPDKsr5oxZ6U1
4lrNEQLQ1FNASQ0M3k97OA|Gay Joy|https://open.spotify.com/embed/artist/4lrNEQLQ1FNASQ0M3k97OA
4fojmedmQX2UGJKxGiDtBZ|Alan T|https://open.spotify.com/embed/artist/4fojmedmQX2UGJKxGiDtBZ
6eOBEYGx9M4t87osYMIakb|Celeda|https://open.spotify.com/embed/artist/6eOBEYGx9M4t87osYMIakb
10oCbUzhsFrpRNr2IsG4Qk|Will Brett|https://open.spotify.com/embed/artist/10oCbUzhsFrpRNr2IsG4Qk
3oDWLVPS9EmxNJ31oVYmhW|Edgy|https://open.spotify.com/embed/artist/3oDWLVPS9EmxNJ31oVYmhW
3F3RqxJw7OXvu2ro6ASOy2|The Base Boys|https://open.spotify.com/embed/artist/3F3RqxJw7OXvu2ro6ASOy2
17cU7gxHIJK5ThzMhm8T6T|Victoria Wilson James|https://open.spotify.com/embed/artist/17cU7gxHIJK5ThzMhm8T6T
3XLLI1Sjcyrc2XoPwilXSR|Miguel Mateo|https://open.spotify.com/embed/artist/3XLLI1Sjcyrc2XoPwilXSR
